Product Name,Manufacturer,CPU manufacturer,CPU brand modifier,CPU generation,CPU Speed (GHz),RAM (GB),RAM Type,Bus (MHz),Storage (GB),Screen Size (inch),Screen Resolution,Refresh Rate (Hz),GPU manufacturer,Weight (kg),Battery,Price (VND),url,saved_path,detail_specs_html_path
LENOVO Ideapad Slim 5 14irh10r 83j0006evn,Lenovo,Intel,Core 5,210,8.0,16.0,DDR5,5600,512,14.0,1920 x 1200,,Intel,1.39,3C 60Wh,23990000,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-slim-5-14irh10r-83j0006evn.html,data/anphat/raw_htmls\lenovo_74.html,data/anphat/detail_htmls\lenovo_74_specs.html
LENOVO Ideapad Slim 5 14irh10r 83j0006cvn,Lenovo,Intel,Core 5,210,8.0,32.0,DDR5,5600,1024,14.0,1920 x 1200,,Intel,1.39,3C 60Wh,25990000,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-slim-5-14irh10r-83j0006cvn.html,data/anphat/raw_htmls\lenovo_75.html,data/anphat/detail_htmls\lenovo_75_specs.html
LENOVO Ideapad Slim 3 14irh10 83k0000bvn,Lenovo,Intel,Core i5,13420,4.6,16.0,DDR5,4800,512,14.0,1920 x 1200,,Intel,1.33,60Wh,18990000,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-slim-3-14irh10-83k0000bvn.html,data/anphat/raw_htmls\lenovo_76.html,data/anphat/detail_htmls\lenovo_76_specs.html
LENOVO Ideapad Slim 3 15irh10 83k1002pvn,Lenovo,Intel,Core i5,13420,4.6,8.0,DDR5,4800,512,15.1,2560 x 1600,165,Intel,1.49,60Wh,20990000,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-slim-3-15irh10-83k1002pvn.html,data/anphat/raw_htmls\lenovo_77.html,data/anphat/detail_htmls\lenovo_77_specs.html
LENOVO Loq 15irx10 83je006pvn,Lenovo,Intel,Core i7,13650,4.9,24.0,DDR5,4800,512,15.6,1920 x 1080,144,NVIDIA,2.4,4C 60Wh,31990000,https://www.anphatpc.com.vn/laptop-lenovo-loq-15irx10-83je006pvn.html,data/anphat/raw_htmls\lenovo_78.html,data/anphat/detail_htmls\lenovo_78_specs.html
LENOVO Legion 5 15iax10 83f0003cvn,Lenovo,Intel,Core Ultra 7,255,5.2,32.0,DDR5,5600,1024,15.1,2560 x 1600,165,NVIDIA,1.9,80WHr,47999000,https://www.anphatpc.com.vn/laptop-lenovo-legion-5-15iax10-83f0003cvn.html,data/anphat/raw_htmls\lenovo_79.html,data/anphat/detail_htmls\lenovo_79_specs.html
LENOVO Loq 15irx9 83dv01alvn,Lenovo,Intel,Core i7,13650,4.9,16.0,DDR5,4800,512,15.6,1920 x 1080,144,NVIDIA,2.38,60Wh,30999000,https://www.anphatpc.com.vn/laptop-lenovo-loq-15irx9-83dv01alvn.html,data/anphat/raw_htmls\lenovo_80.html,data/anphat/detail_htmls\lenovo_80_specs.html
LENOVO Legion 5 15iax10 83f0003bvn,Lenovo,Intel,Core Ultra 7,255,5.2,32.0,DDR5,5600,1024,15.1,2560 x 1600,165,NVIDIA,1.9,80WHr,54190000,https://www.anphatpc.com.vn/laptop-lenovo-legion-5-15iax10-83f0003bvn.html,data/anphat/raw_htmls\lenovo_82.html,data/anphat/detail_htmls\lenovo_82_specs.html
LENOVO Legion 5 15irx10 83ly00a7vn,Lenovo,Intel,Core i7,14700,5.5,16.0,DDR5,4800,512,15.1,2560 x 1600,165,NVIDIA,1.9,80WHr,38990000,https://www.anphatpc.com.vn/laptop-lenovo-legion-5-15irx10-83ly00a7vn.html,data/anphat/raw_htmls\lenovo_83.html,data/anphat/detail_htmls\lenovo_83_specs.html
LENOVO Legion 5 15ahp10 Oled 83m00030vn,Lenovo,AMD,Ryzen 7,260,5.1,24.0,DDR5,4800,1024,15.1,2560 x 1600,165,NVIDIA,1.9,4-cell 80Wh,42990000,https://www.anphatpc.com.vn/laptop-lenovo-legion-5-15ahp10-oled-83m00030vn.html,data/anphat/raw_htmls\lenovo_85.html,data/anphat/detail_htmls\lenovo_85_specs.html
LENOVO Thinkpad E14 Gen 7 21t9001yva,Lenovo,Intel,Core 5,210,4.8,16.0,DDR5,5600,512,14.0,1920 x 1200,60,Intel,1.34,"3 cell, 48WH",21999000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-e14-gen-7-21t9001yva.html,data/anphat/raw_htmls\lenovo_86.html,data/anphat/detail_htmls\lenovo_86_specs.html
LENOVO Ideapad Slim 3 16irh10 83k20001vn,Lenovo,Intel,Core i7,13620,4.9,8.0,DDR5,4800,512,16.0,1920 x 1200,60,Intel,1.73,60Wh,19490000,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-slim-3-16irh10-83k20001vn.html,data/anphat/raw_htmls\lenovo_88.html,data/anphat/detail_htmls\lenovo_88_specs.html
LENOVO Thinkpad X9 15 Gen 1 21q60052vn,Lenovo,Intel,Core Ultra 5,228,4.5,32.0,LPDDR5X,8533,1024,15.3,2880 x 1800,120,Intel,1.4,80Wh,49490000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-x9-15-gen-1-21q60052vn.html,data/anphat/raw_htmls\lenovo_91.html,data/anphat/detail_htmls\lenovo_91_specs.html
LENOVO Legion 5 16irx9 83f0003cvn,Lenovo,Intel,Core Ultra 7,255,5.2,32.0,DDR5,5600,1024,16.0,2560 x 1600,165,NVIDIA,,80WHr,49190000,https://www.anphatpc.com.vn/laptop-lenovo-legion-5-16irx9-83f0003cvn.html,data/anphat/raw_htmls\lenovo_93.html,data/anphat/detail_htmls\lenovo_93_specs.html
LENOVO Yoga 7 2 In 1 14iml9 83dj00h8vn,Lenovo,Intel,Core Ultra 5,125,4.5,16.0,LPDDR5X,7467,1024,14.0,1920 x 1200,60,Intel,1.49,71Wh,27990000,https://www.anphatpc.com.vn/laptop-lenovo-yoga-7-2-in-1-14iml9-83dj00h8vn.html,data/anphat/raw_htmls\lenovo_94.html,data/anphat/detail_htmls\lenovo_94_specs.html
LENOVO Thinkpad X1 Carbon Gen 13 21nx003avn,Lenovo,Intel,Core Ultra 7,255,5.1,32.0,LPDDR5X,8400,1024,14.0,1920 x 1200,60,Intel,1.006,3C57Wh,58990000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-x1-carbon-gen-13-21nx003avn.html,data/anphat/raw_htmls\lenovo_92.html,data/anphat/detail_htmls\lenovo_92_specs.html
LENOVO Yoga 7 2 In 1 14iml9 83dj00h9vn,Lenovo,Intel,Core Ultra 7,155,4.8,32.0,LPDDR5X,7467,1024,14.0,2880 x 1800,120,Intel,1.49,71Wh,33990000,https://www.anphatpc.com.vn/laptop-lenovo-yoga-7-2-in-1-14iml9-83dj00h9vn.html,data/anphat/raw_htmls\lenovo_95.html,data/anphat/detail_htmls\lenovo_95_specs.html
LENOVO Thinkpad P16s Gen3 T 21ks0038va,Lenovo,Intel,Core Ultra 5,125,4.5,32.0,DDR5,5600,1024,16.0,1920 x 1200,,NVIDIA,1.82,75Wh,41850000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-p16s-gen3-t-21ks0038va.html,data/anphat/raw_htmls\lenovo_97.html,data/anphat/detail_htmls\lenovo_97_specs.html
LENOVO Ideapad Slim 3 14irh10 83k00009vn,Lenovo,Intel,Core i7,13620,4.9,8.0,DDR5,4800,512,14.0,1920 x 1200,,Intel,1.43,60Wh,19990000,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-slim-3-14irh10-83k00009vn.html,data/anphat/raw_htmls\lenovo_98.html,data/anphat/detail_htmls\lenovo_98_specs.html
LENOVO Ideapad Slim 3 15irh10 83k1000jvn,Lenovo,Intel,Core i7,13620,4.9,8.0,DDR5,4800,512,15.3,1920 x 1200,60,Intel,1.63,60Wh,19290000,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-slim-3-15irh10-83k1000jvn.html,data/anphat/raw_htmls\lenovo_99.html,data/anphat/detail_htmls\lenovo_99_specs.html
LENOVO Legion 5 15irx10 83ly004jvn,Lenovo,Intel,Core i7,14700,5.5,24.0,DDR5,4800,1024,15.1,2560 x 1600,165,NVIDIA,1.9,80WHr,44990000,https://www.anphatpc.com.vn/laptop-lenovo-legion-5-15irx10-83ly004jvn.html,data/anphat/raw_htmls\lenovo_96.html,data/anphat/detail_htmls\lenovo_96_specs.html
LENOVO Yoga Slim 9 14ill10 83cx001avn,Lenovo,Intel,Core Ultra 7,258,4.8,32.0,LPDDR5X,8533,1024,14.0,3840 x 2400,120,Intel,1.23,75Wh,56990000,https://www.anphatpc.com.vn/laptop-lenovo-yoga-slim-9-14ill10-83cx001avn.html,data/anphat/raw_htmls\lenovo_101.html,data/anphat/detail_htmls\lenovo_101_specs.html
LENOVO Yoga Slim 7 15ill9 83hm000gvn,Lenovo,Intel,Core Ultra 7,258,4.8,32.0,LPDDR5X,8533,1024,15.3,2880 x 1800,120,Intel,1.53,70Wh,42990000,https://www.anphatpc.com.vn/laptop-lenovo-yoga-slim-7-15ill9-83hm000gvn.html,data/anphat/raw_htmls\lenovo_100.html,data/anphat/detail_htmls\lenovo_100_specs.html
LENOVO Thinkpad E16 Gen 3 21sr002jva,Lenovo,Intel,Core Ultra 5,225,4.8,16.0,DDR5,5600,512,16.0,1920 x 1200,60,Intel,1.63,3 cell /47Wh,23999000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-e16-gen-3-21sr002jva.html,data/anphat/raw_htmls\lenovo_103.html,data/anphat/detail_htmls\lenovo_103_specs.html
LENOVO Thinkpad X1 Carbon Gen 12 21kc009mvn,Lenovo,Intel,Core Ultra 5,125,4.5,32.0,LPDDR5X,6400,512,14.0,1920 x 1200,60,Intel,1.09,57Wh,50890000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-x1-carbon-gen-12-21kc009mvn.html,data/anphat/raw_htmls\lenovo_104.html,data/anphat/detail_htmls\lenovo_104_specs.html
LENOVO Thinkpad P16s Gen3 T 21ks0033va,Lenovo,Intel,Core Ultra 7,155,4.8,32.0,DDR5,5600,1024,16.0,1920 x 1200,,NVIDIA,1.82,75Wh,46920000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-p16s-gen3-t-21ks0033va.html,data/anphat/raw_htmls\lenovo_105.html,data/anphat/detail_htmls\lenovo_105_specs.html
LENOVO Thinkpad T14s Gen 5 21ls005vva,Lenovo,Intel,Core Ultra 5,125,4.3,16.0,LPDDR5X,7467,512,14.0,1920 x 1200,,Intel,1.24,3 cell /58Wh,31290000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-t14s-gen-5-21ls005vva.html,data/anphat/raw_htmls\lenovo_106.html,data/anphat/detail_htmls\lenovo_106_specs.html
LENOVO Thinkpad E14 Gen 6 21m7004xva,Lenovo,Intel,Core Ultra 7,155,4.8,16.0,DDR5,5600,1024,14.0,1920 x 1200,,Intel,1.44,3 cell /47Wh,28990000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-e14-gen-6-21m7004xva.html,data/anphat/raw_htmls\lenovo_107.html,data/anphat/detail_htmls\lenovo_107_specs.html
LENOVO Thinkpad X9 14 Gen 1 21qa006kvn,Lenovo,Intel,Core Ultra 7,258,4.8,32.0,LPDDR5X,8533,1024,14.0,1920 x 1200,60,Intel,1.21,55Wh,52999000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-x9-14-gen-1-21qa006kvn.html,data/anphat/raw_htmls\lenovo_109.html,data/anphat/detail_htmls\lenovo_109_specs.html
LENOVO V14 G4 Iru 83a000bgvn,Lenovo,Intel,Core i5,13420,4.6,8.0,DDR4,3200,512,14.0,1920 x 1080,,Intel,1.43,38Wh,14990000,https://www.anphatpc.com.vn/laptop-lenovo-v14-g4-iru-83a000bgvn.html,data/anphat/raw_htmls\lenovo_108.html,data/anphat/detail_htmls\lenovo_108_specs.html
LENOVO Thinkpad T14s Gen 5 21ls0060va,Lenovo,Intel,Core Ultra 7,155,4.8,16.0,LPDDR5X,5600,512,14.0,1920 x 1200,,Intel,1.24,"3 cell, 58WH",36990000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-t14s-gen-5-21ls0060va.html,data/anphat/raw_htmls\lenovo_112.html,data/anphat/detail_htmls\lenovo_112_specs.html
LENOVO Ideapad Slim 3 15abr8 82xm00mdvn,Lenovo,AMD,Ryzen 5,5625,4.3,16.0,DDR4,3200,512,15.6,1920 x 1080,,AMD,1.62,47Wh,14490000,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-slim-3-15abr8-82xm00mdvn.html,data/anphat/raw_htmls\lenovo_114.html,data/anphat/detail_htmls\lenovo_114_specs.html
LENOVO Thinkpad P14s Gen 5 T 21g2003pva,Lenovo,Intel,Core Ultra 7,155,4.8,32.0,DDR5,5600,1024,14.5,3072 x 1920,120,NVIDIA,1.61,75Wh,50100000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-p14s-gen-5-t-21g2003pva.html,data/anphat/raw_htmls\lenovo_113.html,data/anphat/detail_htmls\lenovo_113_specs.html
LENOVO Ideapad Slim 3 14irh10 83k00007vn,Lenovo,Intel,Core i7,13620,4.9,16.0,DDR5,4800,512,14.0,1920 x 1200,,Intel,1.43,60Wh,19990000,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-slim-3-14irh10-83k00007vn.html,data/anphat/raw_htmls\lenovo_115.html,data/anphat/detail_htmls\lenovo_115_specs.html
LENOVO Ideapad Slim 3 14irh10 83k0000avn,Lenovo,Intel,Core i5,13420,4.6,8.0,DDR5,4800,512,14.0,1920 x 1200,,Intel,1.43,60Wh,17490000,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-slim-3-14irh10-83k0000avn.html,data/anphat/raw_htmls\lenovo_117.html,data/anphat/detail_htmls\lenovo_117_specs.html
LENOVO Ideapad Slim 5 14irh10 83hr0001vn,Lenovo,Intel,Core i5,13420,4.6,32.0,DDR5,5600,1024,14.0,1920 x 1200,,Intel,1.39,60Wh,22990000,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-slim-5-14irh10-83hr0001vn.html,data/anphat/raw_htmls\lenovo_119.html,data/anphat/detail_htmls\lenovo_119_specs.html
LENOVO Yoga Book 9 14iah10 83kj001qvn,Lenovo,Intel,Core Ultra 9,285,5.4,32.0,LPDDR5X,8400,1024,2.0,2880 x 1800,120,Intel,1.219,88Wh,69990000,https://www.anphatpc.com.vn/laptop-lenovo-yoga-book-9-14iah10-83kj001qvn.html,data/anphat/raw_htmls\lenovo_118.html,data/anphat/detail_htmls\lenovo_118_specs.html
LENOVO Thinkpad P16s Gen3 T 21ks003hva,Lenovo,Intel,Core Ultra 7,155,4.8,32.0,DDR5,5600,512,16.0,1920 x 1200,,NVIDIA,1.82,57Wh,44990000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-p16s-gen3-t-21ks003hva.html,data/anphat/raw_htmls\lenovo_120.html,data/anphat/detail_htmls\lenovo_120_specs.html
LENOVO Thinkpad P16s Gen3 T 21ks0034vn,Lenovo,Intel,Core Ultra 7,155,4.8,32.0,DDR5,5600,1024,16.0,1920 x 1200,,NVIDIA,1.82,75Wh,51800000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-p16s-gen3-t-21ks0034vn.html,data/anphat/raw_htmls\lenovo_122.html,data/anphat/detail_htmls\lenovo_122_specs.html
LENOVO Thinkpad P16s Gen3 T 21ks0032va,Lenovo,Intel,Core Ultra 7,155,4.8,16.0,DDR5,5600,512,16.0,1920 x 1200,,NVIDIA,1.82,75Wh,43820000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-p16s-gen3-t-21ks0032va.html,data/anphat/raw_htmls\lenovo_123.html,data/anphat/detail_htmls\lenovo_123_specs.html
LENOVO V14 G4 83a000fnvn,Lenovo,Intel,Core i5,13420,4.6,8.0,DDR4,3200,512,14.0,1920 x 1080,,Intel,1.43,38Wh,15490000,https://www.anphatpc.com.vn/laptop-lenovo-v14-g4-83a000fnvn.html,data/anphat/raw_htmls\lenovo_125.html,data/anphat/detail_htmls\lenovo_125_specs.html
LENOVO V15 G4 Iru 83a100f3vn,Lenovo,Intel,Core i5,13420,4.6,8.0,DDR4,3200,512,15.6,1920 x 1080,,Intel,1.65,3 cell/38Wh,14190000,https://www.anphatpc.com.vn/laptop-lenovo-v15-g4-iru-83a100f3vn.html,data/anphat/raw_htmls\lenovo_124.html,data/anphat/detail_htmls\lenovo_124_specs.html
LENOVO V15 G4 Iru 83a100rfvn,Lenovo,Intel,Core i7,13620,4.9,8.0,DDR4,3200,512,15.6,1920 x 1080,,Intel,1.65,3 cell/38Wh,19000000,https://www.anphatpc.com.vn/laptop-lenovo-v15-g4-iru-83a100rfvn.html,data/anphat/raw_htmls\lenovo_127.html,data/anphat/detail_htmls\lenovo_127_specs.html
LENOVO Thinkbook 14 Gen 8 21sj0072vn,Lenovo,Intel,Core Ultra 7,255,5.1,16.0,DDR5,5600,512,14.0,1920 x 1200,60,Intel,1.36,"3 cell, 45Wh",28490000,https://www.anphatpc.com.vn/laptop-lenovo-thinkbook-14-gen-8-21sj0072vn.html,data/anphat/raw_htmls\lenovo_126.html,data/anphat/detail_htmls\lenovo_126_specs.html
LENOVO Yoga Slim 7 14imh9 83cv008evn,Lenovo,Intel,Core Ultra 5,125,4.5,16.0,LPDDR5X,7467,1024,14.0,1920 x 1200,60,Intel,1.39,Integrated 65Wh,25990000,https://www.anphatpc.com.vn/laptop-lenovo-yoga-slim-7-14imh9-83cv008evn.html,data/anphat/raw_htmls\lenovo_129.html,data/anphat/detail_htmls\lenovo_129_specs.html
LENOVO Ideapad Slim 5 Oled 15arp10 83j3001dvn,Lenovo,AMD,Ryzen 7,7735,4.75,16.0,LPDDR5X,6400,512,15.1,2560 x 1600,165,AMD,1.49,70Wh,20990000,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-slim-5-oled-15arp10-83j3001dvn.html,data/anphat/raw_htmls\lenovo_130.html,data/anphat/detail_htmls\lenovo_130_specs.html
LENOVO Thinkpad T16 Gen 3 21mn007qvn,Lenovo,Intel,Core Ultra 7,155,4.8,16.0,DDR5,5600,1024,16.0,1920 x 1200,,Intel,1.66,4 cell 52.5Wh,39290000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-t16-gen-3-21mn007qvn.html,data/anphat/raw_htmls\lenovo_131.html,data/anphat/detail_htmls\lenovo_131_specs.html
LENOVO Thinkpad T14s Gen 5 21ls005rvn,Lenovo,Intel,Core Ultra 5,125,4.3,16.0,LPDDR5X,6400,512,14.0,1920 x 1200,,Intel,1.24,3 cell /58Wh,35390000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-t14s-gen-5-21ls005rvn.html,data/anphat/raw_htmls\lenovo_132.html,data/anphat/detail_htmls\lenovo_132_specs.html
LENOVO Thinkpad T14s Gen 4 21f600aava,Lenovo,Intel,Core i7,1355,5.0,16.0,LPDDR5,4800,512,14.0,1920 x 1200,60,Intel,1.25,3 cell /57Wh,30990000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-t14s-gen-4-21f600aava.html,data/anphat/raw_htmls\lenovo_133.html,data/anphat/detail_htmls\lenovo_133_specs.html
LENOVO Thinkpad E14 Gen 7 21sx002tva,Lenovo,Intel,Core Ultra 7,255,5.1,16.0,DDR5,5600,1024,14.0,1920 x 1200,60,Intel,1.34,3 cell /48Wh,28890000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-e14-gen-7-21sx002tva.html,data/anphat/raw_htmls\lenovo_134.html,data/anphat/detail_htmls\lenovo_134_specs.html
LENOVO Legion Pro 5 16irx9 83df0046vn,Lenovo,Intel,Core i9,14900,5.8,32.0,DDR5,5600,1024,16.0,2560 x 1600,240,NVIDIA,2.5,80WHr,55990000,https://www.anphatpc.com.vn/laptop-lenovo-legion-pro-5-16irx9-83df0046vn.html,data/anphat/raw_htmls\lenovo_138.html,data/anphat/detail_htmls\lenovo_138_specs.html
LENOVO Ideapad Slim 5 14imh9 83da0020vn,Lenovo,Intel,Core Ultra 7,155,4.8,32.0,LPDDR5X,7467,1024,14.0,1920 x 1200,60,Intel,1.48,57Wh,28690000,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-slim-5-14imh9-83da0020vn.html,data/anphat/raw_htmls\lenovo_139.html,data/anphat/detail_htmls\lenovo_139_specs.html
LENOVO Thinkpad P14s Gen 5 T 21g2003xva,Lenovo,Intel,Core Ultra 7,155,4.8,64.0,DDR5,5600,1024,14.5,3072 x 1920,120,NVIDIA,1.61,75Wh,54990000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-p14s-gen-5-t-21g2003xva.html,data/anphat/raw_htmls\lenovo_140.html,data/anphat/detail_htmls\lenovo_140_specs.html
LENOVO Thinkpad P14s Gen 5 21g2004xva,Lenovo,Intel,Core Ultra 5,125,4.5,32.0,DDR5,5600,1024,14.5,1920 x 1200,60,NVIDIA,1.61,75Wh,40490000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-p14s-gen-5-21g2004xva.html,data/anphat/raw_htmls\lenovo_141.html,data/anphat/detail_htmls\lenovo_141_specs.html
LENOVO Thinkpad E14 Gen 6 21m7004yvn,Lenovo,Intel,Core Ultra 7,155,4.8,16.0,DDR5,5600,512,14.0,1920 x 1200,,Intel,1.44,3 cell /47Wh,28890000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-e14-gen-6-21m7004yvn.html,data/anphat/raw_htmls\lenovo_142.html,data/anphat/detail_htmls\lenovo_142_specs.html
LENOVO Thinkpad P14s Gen 5 T 21g20056vn,Lenovo,Intel,Core Ultra 7,155,4.8,32.0,DDR5,5600,1024,14.5,1920 x 1200,60,NVIDIA,1.61,75Wh,51700000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-p14s-gen-5-t-21g20056vn.html,data/anphat/raw_htmls\lenovo_143.html,data/anphat/detail_htmls\lenovo_143_specs.html
LENOVO Thinkpad L14 Gen 4 21h10039va,Lenovo,Intel,Core i5,1340,4.6,16.0,DDR4,3200,512,14.0,1920 x 1080,,Intel,1.4,3 cell /46.5Wh,22990000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-l14-gen-4-21h10039va.html,data/anphat/raw_htmls\lenovo_145.html,data/anphat/detail_htmls\lenovo_145_specs.html
LENOVO Ideapad Slim 3 15abr8 82xm00mcvn,Lenovo,AMD,Ryzen 7,5825,4.5,16.0,DDR4,3200,512,15.6,1920 x 1080,,AMD,1.62,47Wh,16490000,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-slim-3-15abr8-82xm00mcvn.html,data/anphat/raw_htmls\lenovo_144.html,data/anphat/detail_htmls\lenovo_144_specs.html
LENOVO Loq 15irx9 83dv00ufvn,Lenovo,Intel,Core i7,13650,4.9,24.0,DDR5,4800,512,15.6,1920 x 1080,144,NVIDIA,2.38,60Wh,35990000,https://www.anphatpc.com.vn/laptop-lenovo-loq-15irx9-83dv00ufvn.html,data/anphat/raw_htmls\lenovo_146.html,data/anphat/detail_htmls\lenovo_146_specs.html
LENOVO Thinkpad E14 Gen 5 21jk00fmvn,Lenovo,Intel,Core i7,13700,5.0,16.0,DDR4,3200,1024,14.0,1920 x 1200,,Intel,1.43,3 cell /57Wh,31990000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-e14-gen-5-21jk00fmvn.html,data/anphat/raw_htmls\lenovo_148.html,data/anphat/detail_htmls\lenovo_148_specs.html
LENOVO Thinkpad E16 Gen 2 21ma004mvn,Lenovo,Intel,Core Ultra 7,155,4.8,16.0,DDR5,5600,512,16.0,1920 x 1200,,Intel,1.81,3 cell /47Wh,28990000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-e16-gen-2-21ma004mvn.html,data/anphat/raw_htmls\lenovo_147.html,data/anphat/detail_htmls\lenovo_147_specs.html
LENOVO Legion 7 16irx9 83fd006jvn,Lenovo,Intel,Core i9,14900,5.8,32.0,DDR5,5600,1024,16.0,3200 x 2000,165,NVIDIA,2.24,99.99 WHr,66990000,https://www.anphatpc.com.vn/laptop-lenovo-legion-7-16irx9-83fd006jvn.html,data/anphat/raw_htmls\lenovo_150.html,data/anphat/detail_htmls\lenovo_150_specs.html
LENOVO Thinkpad E14 Gen 6 21m7004mva,Lenovo,Intel,Core Ultra 5,125,4.5,16.0,DDR5,5600,512,14.0,1920 x 1200,,Intel,1.44,3 cell /47Wh,22990000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-e14-gen-6-21m7004mva.html,data/anphat/raw_htmls\lenovo_149.html,data/anphat/detail_htmls\lenovo_149_specs.html
LENOVO Ideapad Slim 3 14iah8 83eq0009vn,Lenovo,Intel,Core i5,12450,4.4,16.0,LPDDR5,4800,1024,14.0,1920 x 1080,,Intel,1.37,3 cell /47Wh,16490000,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-slim-3-14iah8-83eq0009vn.html,data/anphat/raw_htmls\lenovo_152.html,data/anphat/detail_htmls\lenovo_152_specs.html
LENOVO Thinkpad T14s Gen 4 21f60081va,Lenovo,Intel,Core i5,1335,4.6,16.0,LPDDR5,4800,512,14.0,2240 x 1400,,Intel,1.25,3 cell /57Wh,29690000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-t14s-gen-4-21f60081va.html,data/anphat/raw_htmls\lenovo_151.html,data/anphat/detail_htmls\lenovo_151_specs.html
LENOVO Ideapad Slim 3 15iah8 83er000bvn,Lenovo,Intel,Core i5,12450,4.4,8.0,LPDDR5,4800,512,15.6,1920 x 1080,,Intel,1.62,3 cell /47Wh,14490000,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-slim-3-15iah8-83er000bvn.html,data/anphat/raw_htmls\lenovo_153.html,data/anphat/detail_htmls\lenovo_153_specs.html
LENOVO Thinkpad P16s Gen 1 21bt005tva,Lenovo,Intel,Core i7,1260,4.7,8.0,DDR4,3200,512,16.0,1920 x 1200,,NVIDIA,1.8,3 cell 52.5Wh,37990000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-p16s-gen-1-21bt005tva.html,data/anphat/raw_htmls\lenovo_154.html,data/anphat/detail_htmls\lenovo_154_specs.html
LENOVO Ideapad Slim 5 14irl8 82xd007qvn,Lenovo,Intel,Core i7,13620,4.9,16.0,LPDDR5,5200,512,14.0,1920 x 1200,,Intel,1.46,56.6Wh,22990000,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-slim-5-14irl8-82xd007qvn.html,data/anphat/raw_htmls\lenovo_155.html,data/anphat/detail_htmls\lenovo_155_specs.html
LENOVO Thinkpad L15 Gen 4 21h30024va,Lenovo,Intel,Core i7,1360,5.0,16.0,DDR4,3200,512,15.6,1920 x 1080,,Intel,1.77,3 cell /46.5Wh,27290000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-l15-gen-4-21h30024va.html,data/anphat/raw_htmls\lenovo_156.html,data/anphat/detail_htmls\lenovo_156_specs.html
LENOVO V15 G4 Iah 83fs0032vn,Lenovo,Intel,Core i5,12500,4.5,8.0,DDR4,3200,512,15.6,1920 x 1080,,Intel,1.65,38Wh,14490000,https://www.anphatpc.com.vn/laptop-lenovo-v15-g4-iah-83fs0032vn.html,data/anphat/raw_htmls\lenovo_157.html,data/anphat/detail_htmls\lenovo_157_specs.html
LENOVO Thinkpad X1 Carbon Gen 11 21hm009lvn,Lenovo,Intel,Core i7,1355,5.0,16.0,LPDDR5,6400,1024,14.0,2880 x 1800,,Intel,1.12,57Wh,52090000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-x1-carbon-gen-11-21hm009lvn.html,data/anphat/raw_htmls\lenovo_158.html,data/anphat/detail_htmls\lenovo_158_specs.html
